PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"39972450","Comprehensive molecular analysis of 26 newly established human pancreatic ductal adenocarcinoma cell lines reveals two clusters with variating drug sensitivities","Maeng JE, Kim JH, Kim SC, Yun WG, Kwon W, Han Y, Oh DY, Lee SH, Jang JY, Ku JL.","Cancer Cell Int. 2025 Feb 19;25(1):53. doi: 10.1186/s12935-025-03671-8.","Maeng JE","Cancer Cell Int","2025","2025/02/19","PMC11837577","","10.1186/s12935-025-03671-8"
"39964572","Genetic insights into the shared molecular mechanisms of Crohn's disease and breast cancer: a Mendelian randomization and deep learning approach","Wang ZZ, Yang JL, Zhang ZY, Wang PB.","Discov Oncol. 2025 Feb 18;16(1):198. doi: 10.1007/s12672-025-01978-6.","Wang ZZ","Discov Oncol","2025","2025/02/18","PMC11836263","","10.1007/s12672-025-01978-6"
"39946051","Analysis of microarray and single-cell RNA-seq identifies gene co-expression, cell-cell communication, and tumor environment associated with metabolite interconversion enzyme in prostate cancer","Hashemi Karoii D, Shakeri Abroudi A, Forghani N, Bavandi S, Djamali M, Baghaei H, Shafaeitilaki S, HasanZadeh E.","Discov Oncol. 2025 Feb 13;16(1):177. doi: 10.1007/s12672-025-01926-4.","Hashemi Karoii D","Discov Oncol","2025","2025/02/13","PMC11825437","","10.1007/s12672-025-01926-4"
"39928227","Identification of critical genes and drug repurposing targets in entorhinal cortex of Alzheimer's disease","Hosseinpouri A, Sadegh K, Zarei-Behjani Z, Dehghan Z, Karbalaei R.","Neurogenetics. 2025 Feb 10;26(1):27. doi: 10.1007/s10048-025-00806-x.","Hosseinpouri A","Neurogenetics","2025","2025/02/10","","","10.1007/s10048-025-00806-x"
"39915814","Mapping chromatin remodelling in glioblastoma identifies epigenetic regulation of key molecular pathways and novel druggable targets","Vinel C, Boot J, Jin W, Pomella N, Hadaway A, Mein C, Zabet NR, Marino S.","BMC Biol. 2025 Feb 7;23(1):26. doi: 10.1186/s12915-025-02127-9.","Vinel C","BMC Biol","2025","2025/02/06","PMC11804007","","10.1186/s12915-025-02127-9"
"39913582","Kidney multiome-based genetic scorecard reveals convergent coding and regulatory variants","Liu H, Abedini A, Ha E, Ma Z, Sheng X, Dumoulin B, Qiu C, Aranyi T, Li S, Dittrich N, Chen HC, Tao R, Tarng DC, Hsieh FJ, Chen SA, Yang SF, Lee MY, Kwok PY, Wu JY, Chen CH, Khan A, Limdi NA, Wei WQ, Walunas TL, Karlson EW, Kenny EE, Luo Y, Kottyan L, Connolly JJ, Jarvik GP, Weng C, Shang N, Cole JB, Mercader JM, Mandla R, Majarian TD, Florez JC, Haas ME, Lotta LA; Regeneron Genetics Center‡; GHS-RGC DiscovEHR Collaboration§; Drivas TG; Penn Medicine BioBank¶; Vy HMT, Nadkarni GN, Wiley LK, Wilson MP, Gignoux CR, Rasheed H, Thomas LF, Åsvold BO, Brumpton BM, Hallan SI, Hveem K, Zheng J, Hellwege JN, Zawistowski M, Zöllner S, Franceschini N, Hu H, Zhou J, Kiryluk K, Ritchie MD, Palmer M, Edwards TL, Voight BF, Hung AM, Susztak K; Regeneron Genetics Center; GHS-RGC DiscovEHR Collaboration; Penn Medicine BioBank.","Science. 2025 Feb 7;387(6734):eadp4753. doi: 10.1126/science.adp4753. Epub 2025 Feb 7.","Liu H","Science","2025","2025/02/06","PMC12013656","NIHMS2065775","10.1126/science.adp4753"
"39974584","Integrated bioinformatics analysis of the effects of chronic pain on patients with spinal cord injury","Zhang J, Qi L, Sun Y, Chen S, Liu J, Chen J, Yan F, Wang W, Wang Q, Chen L.","Front Cell Neurosci. 2025 Feb 5;19:1457740. doi: 10.3389/fncel.2025.1457740. eCollection 2025.","Zhang J","Front Cell Neurosci","2025","2025/02/20","PMC11835904","","10.3389/fncel.2025.1457740"
"38645045","Integrating HiTOP and RDoC Frameworks Part I: Genetic Architecture of Externalizing and Internalizing Psychopathology","Davis CN, Khan Y, Toikumo S, Jinwala Z, Boomsma DI, Levey DF, Gelernter J, Kember RL, Kranzler HR.","medRxiv [Preprint]. 2025 Feb 5:2024.04.06.24305166. doi: 10.1101/2024.04.06.24305166.","Davis CN","medRxiv","2025","2024/04/22","PMC11030494","","10.1101/2024.04.06.24305166"
"40071139","Harnessing the power of genomics in hypertension: tip of the iceberg?","Naderi H, Warren HR, Munroe PB.","Camb Prism Precis Med. 2025 Feb 4;3:e2. doi: 10.1017/pcm.2025.1. eCollection 2025.","Naderi H","Camb Prism Precis Med","2025","2025/03/12","PMC11894416","","10.1017/pcm.2025.1"
"39968416","MONet: cancer driver gene identification algorithm based on integrated analysis of multi-omics data and network models","Ren Y, Zhang T, Liu J, Ma F, Chen J, Li P, Xiao G, Sun C, Zhang Y.","Exp Biol Med (Maywood). 2025 Feb 4;250:10399. doi: 10.3389/ebm.2025.10399. eCollection 2025.","Ren Y","Exp Biol Med (Maywood)","2025","2025/02/19","PMC11834253","","10.3389/ebm.2025.10399"
"39905223","Personalized prediction of anticancer potential of non-oncology drugs through learning from genome derived molecular pathways","Dong X, Liu H, Tong T, Wu L, Wang J, You T, Wei Y, Yi X, Yang H, Hu J, Wang H, Wang X, Li MJ.","NPJ Precis Oncol. 2025 Feb 4;9(1):36. doi: 10.1038/s41698-025-00813-z.","Dong X","NPJ Precis Oncol","2025","2025/02/05","PMC11794852","","10.1038/s41698-025-00813-z"
"39895541","Proteome-Wide Mendelian Randomization Identifies Therapeutic Targets for Abdominal Aortic Aneurysm","Zhang K, Liu Y, Mao A, Li C, Geng L, Kan H.","J Am Heart Assoc. 2025 Feb 4;14(3):e038193. doi: 10.1161/JAHA.124.038193. Epub 2025 Feb 3.","Zhang K","J Am Heart Assoc","2025","2025/02/03","PMC12074732","","10.1161/JAHA.124.038193"
"39900922","A mechanism-informed deep neural network enables prioritization of regulators that drive cell state transitions","Xi X, Li J, Jia J, Meng Q, Li C, Wang X, Wei L, Zhang X.","Nat Commun. 2025 Feb 3;16(1):1284. doi: 10.1038/s41467-025-56475-9.","Xi X","Nat Commun","2025","2025/02/03","PMC11790924","","10.1038/s41467-025-56475-9"
"40008552","Integrative Analysis of Cuproptosis-Related Mitochondrial Depolarisation Genes for Prognostic Prediction in Non-Small Cell Lung Cancer","Lyu G, Dai L, Deng X, Liu X, Guo Y, Zhang Y, Wang X, Huang Y, Wu S, Guo JC, Liu Y.","J Cell Mol Med. 2025 Feb;29(4):e70438. doi: 10.1111/jcmm.70438.","Lyu G","J Cell Mol Med","2025","2025/02/26","PMC11862892","","10.1111/jcmm.70438"
"39890781","Proteomic profiling identifies muscle-invasive bladder cancers with distinct biology and responses to platinum-based chemotherapy","Contreras-Sanz A, Negri GL, Reike MJ, Oo HZ, Scurll JM, Spencer SE, Nielsen K, Ikeda K, Wang G, Jackson CL, Gupta S, Roberts ME, Berman DM, Seiler R, Morin GB, Black PC.","Nat Commun. 2025 Feb 1;16(1):1240. doi: 10.1038/s41467-024-55665-1.","Contreras-Sanz A","Nat Commun","2025","2025/01/31","PMC11785721","","10.1038/s41467-024-55665-1"
"39134826","Dihydroergotamine and Bromocriptine: Potential Drugs for the Treatment of Major Depressive Disorder and Alzheimer's Disease Comorbidity","Fu M, Wang Q, Gao L, Ma Q, Wang J.","Mol Neurobiol. 2025 Feb;62(2):2493-2514. doi: 10.1007/s12035-024-04416-w. Epub 2024 Aug 12.","Fu M","Mol Neurobiol","2025","2024/08/12","","","10.1007/s12035-024-04416-w"
"38977622","Systematic Mendelian Randomization Exploring Druggable Genes for Hemorrhagic Strokes","Yang LZ, Yang Y, Hong C, Wu QZ, Shi XJ, Liu YL, Chen GZ.","Mol Neurobiol. 2025 Feb;62(2):1359-1372. doi: 10.1007/s12035-024-04336-9. Epub 2024 Jul 9.","Yang LZ","Mol Neurobiol","2025","2024/07/08","PMC11772512","","10.1007/s12035-024-04336-9"
"38443694","Transcriptome profiling and metabolic pathway analysis towards reliable biomarker discovery in early-stage lung cancer","Thirunavukkarasu MK, Ramesh P, Karuppasamy R, Veerappapillai S.","J Appl Genet. 2025 Feb;66(1):115-126. doi: 10.1007/s13353-024-00847-2. Epub 2024 Mar 5.","Thirunavukkarasu MK","J Appl Genet","2025","2024/03/05","","","10.1007/s13353-024-00847-2"
"39941272","Molecular Clustering of Metabolic Dysfunction-Associated Steatotic Liver Disease Based on Transcriptome Analysis","Ryu G, Yoon EL, Kim W, Jun DW.","Diagnostics (Basel). 2025 Jan 31;15(3):342. doi: 10.3390/diagnostics15030342.","Ryu G","Diagnostics (Basel)","2025","2025/02/13","PMC11817575","","10.3390/diagnostics15030342"
"39950180","NEK4: prediction of available drug targets and common genetic linkages in bipolar disorder and major depressive disorder","Gong B, Xiao C, Feng Y, Shen J.","Front Psychiatry. 2025 Jan 30;16:1414015. doi: 10.3389/fpsyt.2025.1414015. eCollection 2025.","Gong B","Front Psychiatry","2025","2025/02/14","PMC11821612","","10.3389/fpsyt.2025.1414015"
"39897930","Bioinformatics combining machine learning and single-cell sequencing analysis to identify common mechanisms and biomarkers of rheumatoid arthritis and ischemic heart failure","Sun Z, Lin J, Sun X, Yun Z, Zhang X, Xu S, Duan J, Yao K.","Heliyon. 2025 Jan 9;11(2):e41641. doi: 10.1016/j.heliyon.2025.e41641. eCollection 2025 Jan 30.","Sun Z","Heliyon","2025","2025/02/03","PMC11783397","","10.1016/j.heliyon.2025.e41641"
"39885523","Multi-ancestry genome-wide meta-analysis with 472,819 individuals identifies 32 novel risk loci for psoriasis","Zhang M, Su W, Deng J, Zhai B, Zhu G, Gao R, Zeng Q, Qiu J, Bian Z, Xiao H, Luan G, Wang R.","J Transl Med. 2025 Jan 30;23(1):133. doi: 10.1186/s12967-024-06015-8.","Zhang M","J Transl Med","2025","2025/01/30","PMC11783861","","10.1186/s12967-024-06015-8"
"39565278","Brain multi-omic Mendelian randomisation to identify novel drug targets for gliomagenesis","Thornton ZA, Andrews LJ, Zhao H, Zheng J, Paternoster L, Robinson JW, Kurian KM.","Hum Mol Genet. 2025 Jan 29;34(2):178-192. doi: 10.1093/hmg/ddae168.","Thornton ZA","Hum Mol Genet","2025","2024/11/20","PMC11780873","","10.1093/hmg/ddae168"
"39944135","Integrated bioinformatics analysis to explore potential therapeutic targets and drugs for small cell carcinoma of the esophagus","Zhu M, Chu Y, Yuan Q, Li J, Chen S, Li L.","Front Bioinform. 2025 Jan 28;5:1495052. doi: 10.3389/fbinf.2025.1495052. eCollection 2025.","Zhu M","Front Bioinform","2025","2025/02/13","PMC11810980","","10.3389/fbinf.2025.1495052"
"39870698","HER2 expression and pathway status in male breast cancer patients: results of an integrated analysis among 6,150 patients","Lyu B, Zhao S, Wang H, Gong S, Wang B.","Sci Rep. 2025 Jan 27;15(1):3354. doi: 10.1038/s41598-025-86556-0.","Lyu B","Sci Rep","2025","2025/01/27","PMC11772752","","10.1038/s41598-025-86556-0"
"39869563","Identification of key regulators in pancreatic ductal adenocarcinoma using network theoretical approach","Bhattacharjee K, Ghosh A.","PLoS One. 2025 Jan 27;20(1):e0313738. doi: 10.1371/journal.pone.0313738. eCollection 2025.","Bhattacharjee K","PLoS One","2025","2025/01/27","PMC11771905","","10.1371/journal.pone.0313738"
"39863625","Exploring genetic associations and drug targets for mitochondrial proteins and schizophrenia risk","Sun W, Sun P, Li J, Yang Q, Tian Q, Yuan S, Zhang X, Chen P, Li C, Zhang X.","Schizophrenia (Heidelb). 2025 Jan 25;11(1):10. doi: 10.1038/s41537-025-00559-4.","Sun W","Schizophrenia (Heidelb)","2025","2025/01/25","PMC11762283","","10.1038/s41537-025-00559-4"
"39856056","Systematic dissection of pleiotropic loci and critical regulons in excitatory neurons and microglia relevant to neuropsychiatric and ocular diseases","Ma Y, Jiang D, Li J, Zheng G, Deng Y, Gou X, Gao S, Chen C, Zhou Y, Zhang Y, Deng C, Yao Y, Han H, Su J.","Transl Psychiatry. 2025 Jan 25;15(1):24. doi: 10.1038/s41398-025-03243-4.","Ma Y","Transl Psychiatry","2025","2025/01/24","PMC11760387","","10.1038/s41398-025-03243-4"
"39838168","Identifying key genes in cancer networks using persistent homology","Ramos RH, Bardelotte YA, de Oliveira Lage Ferreira C, Simao A.","Sci Rep. 2025 Jan 22;15(1):2751. doi: 10.1038/s41598-025-87265-4.","Ramos RH","Sci Rep","2025","2025/01/21","PMC11751331","","10.1038/s41598-025-87265-4"
"39991755","Potential Biomarkers and Therapeutic Targets in Hepatitis B Virus-related Acute Liver Failure: Interplay of the Ferroptosis, Autophagy and Immune Responses","Zuo J, Tian YX, An Q, Wu BY, Yang JR, Fan YC.","Int J Med Sci. 2025 Jan 21;22(4):806-818. doi: 10.7150/ijms.106360. eCollection 2025.","Zuo J","Int J Med Sci","2025","2025/02/24","PMC11843133","","10.7150/ijms.106360"
"39833831","Integrating pharmacogenomics and cheminformatics with diverse disease phenotypes for cell type-guided drug discovery","Halu A, Chelvanambi S, Decano JL, Matamalas JT, Whelan M, Asano T, Kalicharran N, Singh SA, Loscalzo J, Aikawa M.","Genome Med. 2025 Jan 20;17(1):7. doi: 10.1186/s13073-025-01431-x.","Halu A","Genome Med","2025","2025/01/20","PMC11744892","","10.1186/s13073-025-01431-x"
"39819718","CXCL12 is a potential therapeutic target for type 2 diabetes mellitus complicated by chronic obstructive pulmonary disease","Xu H, Weng L, Xue H.","Nan Fang Yi Ke Da Xue Xue Bao. 2025 Jan 20;45(1):100-109. doi: 10.12122/j.issn.1673-4254.2025.01.13.","Xu H","Nan Fang Yi Ke Da Xue Xue Bao","2025","2025/01/17","PMC11744293","","10.12122/j.issn.1673-4254.2025.01.13"
"39826054","FadA antigen of Fusobacterium nucleatum: implications for ceRNA network in colorectal cancer and adenomatous polyps progression","Rezasoltani S, Shams E, Piroozkhah M, Aidi Y, Azizmohammad Looha M, Bagheri P, Behzadi Andouhjerdi R, Sadeghi A, Rejali L, Nazemalhosseini-Mojarad E.","Discov Oncol. 2025 Jan 18;16(1):58. doi: 10.1007/s12672-025-01796-w.","Rezasoltani S","Discov Oncol","2025","2025/01/18","PMC11741970","","10.1007/s12672-025-01796-w"
"39830966","Identification and mechanistic insights of cell senescence-related genes in psoriasis","Deng G, Xu C, Mo D.","PeerJ. 2025 Jan 14;13:e18818. doi: 10.7717/peerj.18818. eCollection 2025.","Deng G","PeerJ","2025","2025/01/20","PMC11740738","","10.7717/peerj.18818"
"39815029","Development of immune-derived molecular markers for preeclampsia based on multiple machine learning algorithms","Wang Z, Cheng L, Li G, Cheng H.","Sci Rep. 2025 Jan 13;15(1):1767. doi: 10.1038/s41598-025-86442-9.","Wang Z","Sci Rep","2025","2025/01/15","PMC11736010","","10.1038/s41598-025-86442-9"
"39805841","Genome-wide association study unravels mechanisms of brain glymphatic activity","Huang SY, Ge YJ, Ren P, Wu BS, Gong W, Du J, Chen SD, Kang JJ, Ma Q, Bokde ALW, Desrivières S, Garavan H, Grigis A, Lemaitre H, Smolka MN, Hohmann S; IMAGEN Consortium; Feng JF, Zhang YR, Cheng W, Yu JT.","Nat Commun. 2025 Jan 13;16(1):626. doi: 10.1038/s41467-024-55706-9.","Huang SY","Nat Commun","2025","2025/01/13","PMC11730627","","10.1038/s41467-024-55706-9"
"39800680","Network pharmacology: a crucial approach in traditional Chinese medicine research","Zhai Y, Liu L, Zhang F, Chen X, Wang H, Zhou J, Chai K, Liu J, Lei H, Lu P, Guo M, Guo J, Wu J.","Chin Med. 2025 Jan 12;20(1):8. doi: 10.1186/s13020-024-01056-z.","Zhai Y","Chin Med","2025","2025/01/12","PMC11725223","","10.1186/s13020-024-01056-z"
"39801710","Genomic characterization of Huntington's disease genetic modifiers informs drug target tractability","Namuli KL, Slike AN, Hollebeke MA, Wright GEB.","Brain Commun. 2025 Jan 11;7(1):fcae418. doi: 10.1093/braincomms/fcae418. eCollection 2025.","Namuli KL","Brain Commun","2025","2025/01/13","PMC11724427","","10.1093/braincomms/fcae418"
"39850756","Identification of crucial pathways and genes linked to endoplasmic reticulum stress in PCOS through combined bioinformatic analysis","Zhang Y, Chen X, Lin Y, Liu X, Xiong X.","Front Mol Biosci. 2025 Jan 9;11:1504015. doi: 10.3389/fmolb.2024.1504015. eCollection 2024.","Zhang Y","Front Mol Biosci","2025","2025/01/24","PMC11754070","","10.3389/fmolb.2024.1504015"
"39779759","Tryptophan metabolism-related gene CYP1B1 serves as a shared biomarker for both Parkinson's disease and insomnia","Li XY, Yu WK, Wu JH, He WJ, Cheng YN, Gao K, Wei YH, Li YS.","Sci Rep. 2025 Jan 8;15(1):1362. doi: 10.1038/s41598-024-84362-8.","Li XY","Sci Rep","2025","2025/01/08","PMC11711247","","10.1038/s41598-024-84362-8"
"39676654","ChiTaRS 8.0: the comprehensive database of chimeric transcripts and RNA-seq data with applications in liquid biopsy","DSouza D, Bik L, Giwa O, Cohen S, Barazany HL, Siegal T, Frenkel-Morgenstern M.","Nucleic Acids Res. 2025 Jan 6;53(D1):D1302-D1312. doi: 10.1093/nar/gkae1126.","DSouza D","Nucleic Acids Res","2025","2024/12/16","PMC11701575","","10.1093/nar/gkae1126"
"39578693","GoFCards: an integrated database and analytic platform for gain of function variants in humans","Zhao W, Tao Y, Xiong J, Liu L, Wang Z, Shao C, Shang L, Hu Y, Xu Y, Su Y, Yu J, Feng T, Xie J, Xu H, Zhang Z, Peng J, Wu J, Zhang Y, Zhu S, Xia K, Tang B, Zhao G, Li J, Li B.","Nucleic Acids Res. 2025 Jan 6;53(D1):D976-D988. doi: 10.1093/nar/gkae1079.","Zhao W","Nucleic Acids Res","2025","2024/11/23","PMC11701611","","10.1093/nar/gkae1079"
"39747341","Drug discovery and mechanism prediction with explainable graph neural networks","Wang C, Kumar GA, Rajapakse JC.","Sci Rep. 2025 Jan 2;15(1):179. doi: 10.1038/s41598-024-83090-3.","Wang C","Sci Rep","2025","2025/01/02","PMC11696803","","10.1038/s41598-024-83090-3"
"40334645","Uncovering Candidate Genes Associated with Cardiovascular Disease in Patients with Arteriovenous Fistula and End-Stage Renal Disease","Zhang G, Fu J, Nie L.","Cardiorenal Med. 2025;15(1):386-398. doi: 10.1159/000546299. Epub 2025 May 7.","Zhang G","Cardiorenal Med","2025","2025/05/07","PMC12162112","","10.1159/000546299"
"39911278","Integrative Bioinformatics Analysis for Targeting Hub Genes in Hepatocellular Carcinoma Treatment","Gudivada IP, Amajala KC.","Curr Genomics. 2025;26(1):48-80. doi: 10.2174/0113892029308243240709073945. Epub 2024 Jul 18.","Gudivada IP","Curr Genomics","2025","2025/02/06","PMC11793067","","10.2174/0113892029308243240709073945"
"39823244","Diagnostic Power of MicroRNAs in Melanoma: Integrating Machine Learning for Enhanced Accuracy and Pathway Analysis","Rafiepoor H, Ghorbankhanloo A, Soleimani Dorcheh S, Angouraj Taghavi E, Ghanadan A, Shirkoohi R, Aryanian Z, Amanpour S.","J Cell Mol Med. 2025 Jan;29(2):e70367. doi: 10.1111/jcmm.70367.","Rafiepoor H","J Cell Mol Med","2025","2025/01/17","PMC11740884","","10.1111/jcmm.70367"
"39587259","A multiomic atlas identifies a treatment-resistant, bone marrow progenitor-like cell population in T cell acute lymphoblastic leukemia","Xu J, Chen C, Sussman JH, Yoshimura S, Vincent T, Pölönen P, Hu J, Bandyopadhyay S, Elghawy O, Yu W, Tumulty J, Chen CH, Li EY, Diorio C, Shraim R, Newman H, Uppuluri L, Li A, Chen GM, Wu DW, Ding YY, Xu JA, Karanfilovski D, Lim T, Hsu M, Thadi A, Ahn KJ, Wu CY, Peng J, Sun Y, Wang A, Mehta R, Frank D, Meyer L, Loh ML, Raetz EA, Chen Z, Wood BL, Devidas M, Dunsmore KP, Winter SS, Chang TC, Wu G, Pounds SB, Zhang NR, Carroll W, Hunger SP, Bernt K, Yang JJ, Mullighan CG, Tan K, Teachey DT.","Nat Cancer. 2025 Jan;6(1):102-122. doi: 10.1038/s43018-024-00863-5. Epub 2024 Nov 25.","Xu J","Nat Cancer","2025","2024/11/25","PMC11779640","","10.1038/s43018-024-00863-5"
"39528761","A multi-omics Mendelian randomization study identifies new therapeutic targets for alcohol use disorder and problem drinking","Rosoff DB, Wagner J, Bell AS, Mavromatis LA, Jung J, Lohoff FW.","Nat Hum Behav. 2025 Jan;9(1):188-207. doi: 10.1038/s41562-024-02040-1. Epub 2024 Nov 11.","Rosoff DB","Nat Hum Behav","2025","2024/11/11","","","10.1038/s41562-024-02040-1"
"39420106","Computational approaches for identifications of altered ion channels in keratoconus","Gaikwad KB, Babu JS, Parthasarathi KTS, Narayanan J, Padmanabhan P, Pandey A, Gundimeda S, Elchuri SV, Sharma J.","Eye (Lond). 2025 Jan;39(1):145-153. doi: 10.1038/s41433-024-03395-5. Epub 2024 Oct 17.","Gaikwad KB","Eye (Lond)","2025","2024/10/17","PMC11733014","","10.1038/s41433-024-03395-5"
"38956374","Genetic analyses point to alterations in immune-related pathways underpinning the association between psychiatric disorders and COVID-19","Monistrol-Mula A, Diaz-Torres S, Felez-Nobrega M, Haro JM, Medland SE, Mitchell BL.","Mol Psychiatry. 2025 Jan;30(1):29-36. doi: 10.1038/s41380-024-02643-0. Epub 2024 Jul 3.","Monistrol-Mula A","Mol Psychiatry","2025","2024/07/02","","","10.1038/s41380-024-02643-0"
"38935114","Comprehensive analysis of cuproptosis-related genes involved in immune infiltration and their use in the diagnosis of hepatic ischemia-reperfusion injury: an experimental study","Cai X, Deng J, Zhou X, Wang K, Cai H, Yan Y, Jiang J, Yang J, Gu J, Zhang Y, Ding Y, Sun Q, Wang W.","Int J Surg. 2025 Jan 1;111(1):242-256. doi: 10.1097/JS9.0000000000001893.","Cai X","Int J Surg","2025","2024/06/27","PMC11745764","","10.1097/JS9.0000000000001893"
"38523537","Exploring the Diagnostic and Prognostic Predictive Values of Ferroptosis-related Markers in Lung Adenocarcinoma","Mao G, Xu W, Jamil M, Zhang W, Jiao N, Liu Y.","Curr Pharm Biotechnol. 2025;26(3):411-427. doi: 10.2174/0113892010293337240312051931.","Mao G","Curr Pharm Biotechnol","2025","2024/03/25","","","10.2174/0113892010293337240312051931"
"37946344","Drug Repurposing: Insights into Current Advances and Future Applications","Bhatia T, Sharma S.","Curr Med Chem. 2025;32(3):468-510. doi: 10.2174/0109298673266470231023110841.","Bhatia T","Curr Med Chem","2025","2023/11/10","","","10.2174/0109298673266470231023110841"
"39796139","Investigating the Impact of Circulating MicroRNAs on Knee and Hip Osteoarthritis: Causal Links, Biological Mechanisms, and Drug Interactions","Li S, Peng Y, Yu Y, Xu H, Yin Z, Du Y, Ma M, Ji Z, Qian W.","Int J Mol Sci. 2024 Dec 31;26(1):283. doi: 10.3390/ijms26010283.","Li S","Int J Mol Sci","2024","2025/01/11","PMC11720664","","10.3390/ijms26010283"
"39730379","Identification of Anoikis-related potential biomarkers and therapeutic drugs in chronic thromboembolic pulmonary hypertension via bioinformatics analysis and in vitro experiment","Yu H, Song H, Li J, Cui L, Dong S, Chu Y, Qin L.","Sci Rep. 2024 Dec 28;14(1):30663. doi: 10.1038/s41598-024-75251-1.","Yu H","Sci Rep","2024","2024/12/27","PMC11680802","","10.1038/s41598-024-75251-1"
"39764137","Genome-wide meta-analyses of non-response to antidepressants identify novel loci and potential drugs","Koch E, Jürgenson T, Einarsson G, Mitchell B, Harder A, García-Marín LM, Krebs K, Lin Y, Shadrin A, Xiong Y, Frei O, Lu Y, Hägg S, Renteria M, Medland S, Wray N, Martin N, Hübel C, Breen G, Thorgeirsson T, Stefansson H, Stefansson K, Lehto K, Milani L, Andreassen O, O Connell K.","Res Sq [Preprint]. 2024 Dec 23:rs.3.rs-5418279. doi: 10.21203/rs.3.rs-5418279/v1.","Koch E","Res Sq","2024","2025/01/07","PMC11703334","","10.21203/rs.3.rs-5418279/v1"
"39692962","Development and validation of disulfidptosis-related genes signature for patients with glioma","Wang J, Luo J, Yang S, Deng Y, Chen P, Tan Y, Liu Y.","Discov Oncol. 2024 Dec 18;15(1):758. doi: 10.1007/s12672-024-01664-z.","Wang J","Discov Oncol","2024","2024/12/18","PMC11655816","","10.1007/s12672-024-01664-z"
"39680438","""Crying in the Wilderness""-The Use of Web-Based Support in Telomere Biology Disorders: Thematic Analysis","Pearce EE, Majid A, Brown T, Shepherd RF, Rising C, Wilsnack C, Thompson AS, Gilkey MB, Ribisl KM, Lazard AJ, Han PK, Werner-Lin A, Hutson SP, Savage SA.","JMIR Form Res. 2024 Dec 16;8:e64343. doi: 10.2196/64343.","Pearce EE","JMIR Form Res","2024","2024/12/16","PMC11686027","","10.2196/64343"
"39717551","Comprehensive analysis of IRF8-related genes and immune characteristics in lupus nephritis","Yu Z, Zheng C, Wang Y.","Front Pharmacol. 2024 Dec 9;15:1468323. doi: 10.3389/fphar.2024.1468323. eCollection 2024.","Yu Z","Front Pharmacol","2024","2024/12/24","PMC11663682","","10.3389/fphar.2024.1468323"
"39649423","Identification of PANoptosis-Related Genes in Community-Acquired Pneumonia Diagnosis","Hao Q, Gao W, Zhang P, Yan P.","J Inflamm Res. 2024 Dec 4;17:10289-10304. doi: 10.2147/JIR.S491315. eCollection 2024.","Hao Q","J Inflamm Res","2024","2024/12/09","PMC11625439","","10.2147/JIR.S491315"
"39627291","Novel candidate plasma proteins for the pathogenesis and treatment of atopic dermatitis revealed by proteome-wide association study","Luo C, Zhang Y, Feng Q, Yao K, Zheng L, Yang Y, Zheng W, Li F, Lv Y, Cai Y.","Sci Rep. 2024 Dec 3;14(1):30096. doi: 10.1038/s41598-024-79906-x.","Luo C","Sci Rep","2024","2024/12/03","PMC11615279","","10.1038/s41598-024-79906-x"
"39604029","Identification of Novel Proteins Mediating Causal Association Between Smoking and Essential Hypertension: A Mendelian Randomization Study","Shi J, Liang Z, Liu Z, Pan L, Hu X, Tian Y, Jin H, Liu Y, Cheng Y, Zhang M.","J Am Heart Assoc. 2024 Dec 3;13(23):e036202. doi: 10.1161/JAHA.124.036202. Epub 2024 Nov 27.","Shi J","J Am Heart Assoc","2024","2024/11/27","PMC11681583","","10.1161/JAHA.124.036202"
"39729320","Genetic Association of Juvenile Idiopathic Arthritis With Adult Rheumatic Disease","Fan J, Hao J, Fu Y, Liu X, Qu HQ, Glessner JT, Ji D, Liu W, Zheng G, Ding Z, Cui S, Xia Q, Hakonarson H, Wei W, Li J.","JAMA Netw Open. 2024 Dec 2;7(12):e2451341. doi: 10.1001/jamanetworkopen.2024.51341.","Fan J","JAMA Netw Open","2024","2024/12/27","PMC11681380","","10.1001/jamanetworkopen.2024.51341"
"39617889","Functional screening reveals genetic dependencies and diverging cell cycle control in atypical teratoid rhabdoid tumors","Merk DJ, Tsiami F, Hirsch S, Walter B, Haeusser LA, Maile JD, Stahl A, Jarboui MA, Lechado-Terradas A, Klose F, Babaei S, Admard J, Casadei N, Roggia C, Spohn M, Schittenhelm J, Singer S, Schüller U, Piccioni F, Persky NS, Claassen M, Tatagiba M, Kahle PJ, Root DE, Templin M, Tabatabai G.","Genome Biol. 2024 Dec 2;25(1):301. doi: 10.1186/s13059-024-03438-w.","Merk DJ","Genome Biol","2024","2024/12/01","PMC11610224","","10.1186/s13059-024-03438-w"
"39690926","Comprehensive Multi-Omics Analysis Reveals NPC2 and ITGAV Genes as Potential Prognostic Biomarkers in Gastrointestinal Cancers","Piroozkhah M, Zabihi M, Jalali P, Salehi Z.","Cancer Rep (Hoboken). 2024 Dec;7(12):e70087. doi: 10.1002/cnr2.70087.","Piroozkhah M","Cancer Rep (Hoboken)","2024","2024/12/18","PMC11652787","","10.1002/cnr2.70087"
