PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"38384863","CMAT: ClinVar Mapping and Annotation Toolkit","Shen A, Barbero MC, Koylass B, Tsukanov K, Cezard T, Keane TM.","Bioinform Adv. 2024 Feb 7;4(1):vbae018. doi: 10.1093/bioadv/vbae018. eCollection 2024.","Shen A","Bioinform Adv","2024","2024/02/22","PMC10879749","","10.1093/bioadv/vbae018"
"38200130","Integrative functional genomic analyses identify genetic variants influencing skin pigmentation in Africans","Feng Y, Xie N, Inoue F, Fan S, Saskin J, Zhang C, Zhang F, Hansen MEB, Nyambo T, Mpoloka SW, Mokone GG, Fokunang C, Belay G, Njamnshi AK, Marks MS, Oancea E, Ahituv N, Tishkoff SA.","Nat Genet. 2024 Feb;56(2):258-272. doi: 10.1038/s41588-023-01626-1. Epub 2024 Jan 10.","Feng Y","Nat Genet","2024","2024/01/10","PMC11005318","NIHMS1974578","10.1038/s41588-023-01626-1"
"38177294","Significance of chitinase-3-like protein 1 in the pathogenesis of inflammatory diseases and cancer","Yu JE, Yeo IJ, Han SB, Yun J, Kim B, Yong YJ, Lim YS, Kim TH, Son DJ, Hong JT.","Exp Mol Med. 2024 Feb;56(1):1-18. doi: 10.1038/s12276-023-01131-9. Epub 2024 Jan 4.","Yu JE","Exp Mol Med","2024","2024/01/04","PMC10834487","","10.1038/s12276-023-01131-9"
"38109937","The energetic and allosteric landscape for KRAS inhibition","Weng C, Faure AJ, Escobedo A, Lehner B.","Nature. 2024 Feb;626(7999):643-652. doi: 10.1038/s41586-023-06954-0. Epub 2023 Dec 18.","Weng C","Nature","2024","2023/12/18","PMC10866706","","10.1038/s41586-023-06954-0"
"37997254","A novel pipeline for prioritizing cancer type-specific therapeutic vulnerabilities using DepMap identifies PAK2 as a target in head and neck squamous cell carcinomas","Sannigrahi MK, Cao AC, Rajagopalan P, Sun L, Brody RM, Raghav L, Gimotty PA, Basu D.","Mol Oncol. 2024 Feb;18(2):336-349. doi: 10.1002/1878-0261.13558. Epub 2023 Dec 13.","Sannigrahi MK","Mol Oncol","2024","2023/11/24","PMC10850805","","10.1002/1878-0261.13558"
"38470257","Inferring a directed acyclic graph of phenotypes from GWAS summary statistics","Zilinskas R, Li C, Shen X, Pan W, Yang T.","Biometrics. 2024 Jan 29;80(1):ujad039. doi: 10.1093/biomtc/ujad039.","Zilinskas R","Biometrics","2024","2024/03/12","PMC10928990","","10.1093/biomtc/ujad039"
"38349059","Standigm ASK™: knowledge graph and artificial intelligence platform applied to target discovery in idiopathic pulmonary fibrosis","Han S, Lee JE, Kang S, So M, Jin H, Lee JH, Baek S, Jun H, Kim TY, Lee YS.","Brief Bioinform. 2024 Jan 22;25(2):bbae035. doi: 10.1093/bib/bbae035.","Han S","Brief Bioinform","2024","2024/02/13","PMC10862655","","10.1093/bib/bbae035"
"38229087","Integrative network analysis suggests prioritised drugs for atopic dermatitis","Federico A, Möbus L, Al-Abdulraheem Z, Pavel A, Fortino V, Del Giudice G, Alenius H, Fyhrquist N, Greco D.","J Transl Med. 2024 Jan 16;22(1):64. doi: 10.1186/s12967-024-04879-4.","Federico A","J Transl Med","2024","2024/01/16","PMC10792836","","10.1186/s12967-024-04879-4"
"38293162","Genome-wide SNP-sex interaction analysis of susceptibility to idiopathic pulmonary fibrosis","Leavy OC, Goemans AF, Stockwell AD, Allen RJ, Guillen-Guio B, Hernandez-Beeftink T, Adegunsoye A, Booth HL; CleanUP-IPF Investigators of the Pulmonary Trials Cooperative; Cullinan P, Fahy WA, Fingerlin TE, Virk HS, Hall IP, Hart SP, Hill MR, Hirani N, Hubbard RB, Kaminski N, Ma SF, McAnulty RJ, Sheng XR, Millar AB, Molina-Molina M, Navaratnam V, Neighbors M, Parfrey H, Saini G, Sayers I, Strek ME, Tobin MD, Whyte MK, Zhang Y, Maher TM, Molyneaux PL, Oldham JM, Yaspan BL, Flores C, Martinez F, Reynolds CJ, Schwartz DA, Noth I, Jenkins RG, Wain LV.","medRxiv [Preprint]. 2024 Jan 15:2024.01.12.24301204. doi: 10.1101/2024.01.12.24301204.","Leavy OC","medRxiv","2024","2024/01/31","PMC10827242","","10.1101/2024.01.12.24301204"
"38205335","The tertiary lymphoid structure-related signature identified PTGDS in regulating PD-L1 and promoting the proliferation and migration of glioblastoma","Wu W, Li H, Wang Z, Dai Z, Liang X, Luo P, Liu K, Zhang H, Zhang N, Li S, Zhang C.","Heliyon. 2023 Dec 18;10(1):e23915. doi: 10.1016/j.heliyon.2023.e23915. eCollection 2024 Jan 15.","Wu W","Heliyon","2023","2024/01/11","PMC10777022","","10.1016/j.heliyon.2023.e23915"
"38187312","CardiOmics signatures reveal therapeutically actionable targets and drugs for cardiovascular diseases","Ramos-Medina MJ, Echeverría-Garcés G, Kyriakidis NC, León Cáceres Á, Ortiz-Prado E, Bautista J, Pérez-Meza ÁA, Abad-Sojos A, Nieto-Jaramillo K, Espinoza-Ferrao S, Ocaña-Paredes B, López-Cortés A.","Heliyon. 2023 Dec 14;10(1):e23682. doi: 10.1016/j.heliyon.2023.e23682. eCollection 2024 Jan 15.","Ramos-Medina MJ","Heliyon","2023","2024/01/08","PMC10770621","","10.1016/j.heliyon.2023.e23682"
"38274096","Pan-cancer analysis of SERPINE family genes as biomarkers of cancer prognosis and response to therapy","Liu Y, Li X, Chen S, Zhu C, Shi Y, Dang S, Zhang W, Li W.","Front Mol Biosci. 2024 Jan 11;10:1277508. doi: 10.3389/fmolb.2023.1277508. eCollection 2023.","Liu Y","Front Mol Biosci","2024","2024/01/26","PMC10808646","","10.3389/fmolb.2023.1277508"
"38015445","EMBL's European Bioinformatics Institute (EMBL-EBI) in 2023","Thakur M, Buniello A, Brooksbank C, Gurwitz KT, Hall M, Hartley M, Hulcoop DG, Leach AR, Marques D, Martin M, Mithani A, McDonagh EM, Mutasa-Gottgens E, Ochoa D, Perez-Riverol Y, Stephenson J, Varadi M, Velankar S, Vizcaino JA, Witham R, McEntyre J.","Nucleic Acids Res. 2024 Jan 5;52(D1):D10-D17. doi: 10.1093/nar/gkad1088.","Thakur M","Nucleic Acids Res","2024","2023/11/28","PMC10767983","","10.1093/nar/gkad1088"
"37713619","TTD: Therapeutic Target Database describing target druggability information","Zhou Y, Zhang Y, Zhao D, Yu X, Shen X, Zhou Y, Wang S, Qiu Y, Chen Y, Zhu F.","Nucleic Acids Res. 2024 Jan 5;52(D1):D1465-D1477. doi: 10.1093/nar/gkad751.","Zhou Y","Nucleic Acids Res","2024","2023/09/15","PMC10767903","","10.1093/nar/gkad751"
"38181731","omicSynth: An open multi-omic community resource for identifying druggable targets across neurodegenerative diseases","Alvarado CX, Makarious MB, Weller CA, Vitale D, Koretsky MJ, Bandres-Ciga S, Iwaki H, Levine K, Singleton A, Faghri F, Nalls MA, Leonard HL.","Am J Hum Genet. 2024 Jan 4;111(1):150-164. doi: 10.1016/j.ajhg.2023.12.006.","Alvarado CX","Am J Hum Genet","2024","2024/01/05","PMC10806756","","10.1016/j.ajhg.2023.12.006"
"38247731","Gene Therapy for Genetic Syndromes: Understanding the Current State to Guide Future Care","Henderson ML, Zieba JK, Li X, Campbell DB, Williams MR, Vogt DL, Bupp CP, Edgerly YM, Rajasekaran S, Hartog NL, Prokop JW, Krueger JM.","BioTech (Basel). 2024 Jan 3;13(1):1. doi: 10.3390/biotech13010001.","Henderson ML","BioTech (Basel)","2024","2024/01/22","PMC10801589","","10.3390/biotech13010001"
"38608280","Proteome-wide association study and functional validation identify novel protein markers for pancreatic ductal adenocarcinoma","Zhu J, Wu K, Liu S, Masca A, Zhong H, Yang T, Ghoneim DH, Surendran P, Liu T, Yao Q, Liu T, Fahle S, Butterworth A, Alam MA, Vadgama JV, Deng Y, Deng HW, Wu C, Wu Y, Wu L.","Gigascience. 2024 Jan 2;13:giae012. doi: 10.1093/gigascience/giae012.","Zhu J","Gigascience","2024","2024/04/12","PMC11010651","","10.1093/gigascience/giae012"
"39190137","Novel and Proven Models of Public, Private, and Public-Private Partnerships in Healthcare: An Update","Wieland HA, Maas J.","Handb Exp Pharmacol. 2024;286:1-19. doi: 10.1007/164_2024_724.","Wieland HA","Handb Exp Pharmacol","2024","2024/08/27","","","10.1007/164_2024_724"
"38223896","Biomedical Big Data Technologies, Applications, and Challenges for Precision Medicine: A Review","Yang X, Huang K, Yang D, Zhao W, Zhou X.","Glob Chall. 2023 Nov 20;8(1):2300163. doi: 10.1002/gch2.202300163. eCollection 2024 Jan.","Yang X","Glob Chall","2023","2024/01/15","PMC10784210","","10.1002/gch2.202300163"
"38172303","Development of a human genetics-guided priority score for 19,365 genes and 399 drug indications","Duffy Á, Petrazzini BO, Stein D, Park JK, Forrest IS, Gibson K, Vy HM, Chen R, Márquez-Luna C, Mort M, Verbanck M, Schlessinger A, Itan Y, Cooper DN, Rocheleau G, Jordan DM, Do R.","Nat Genet. 2024 Jan;56(1):51-59. doi: 10.1038/s41588-023-01609-2. Epub 2024 Jan 3.","Duffy Á","Nat Genet","2024","2024/01/03","","","10.1038/s41588-023-01609-2"
"38160288","Modeling Path Importance for Effective Alzheimer's Disease Drug Repurposing","Xiang S, Lawrence PJ, Peng B, Chiang C, Kim D, Shen L, Ning X.","Pac Symp Biocomput. 2024;29:306-321.","Xiang S","Pac Symp Biocomput","2024","2023/12/31","PMC11056095","NIHMS1974008",""
"38038927","Web-Based Resources to Investigate Protease Function","Santamaria S.","Methods Mol Biol. 2024;2747:1-18. doi: 10.1007/978-1-0716-3589-6_1.","Santamaria S","Methods Mol Biol","2024","2023/12/01","","","10.1007/978-1-0716-3589-6_1"
"37957291","The effects of methylphenidate and atomoxetine on Drosophila brain at single-cell resolution and potential drug repurposing for ADHD treatment","Qu S, Zhou X, Wang Z, Wei Y, Zhou H, Zhang X, Zhu Q, Wang Y, Yang Q, Jiang L, Ma Y, Gao Y, Kong L, Zhang L.","Mol Psychiatry. 2024 Jan;29(1):165-185. doi: 10.1038/s41380-023-02314-6. Epub 2023 Nov 13.","Qu S","Mol Psychiatry","2024","2023/11/13","PMC11078728","","10.1038/s41380-023-02314-6"
"37488854","Strategies for translating proteomics discoveries into drug discovery for dementia","Halder A, Drummond E.","Neural Regen Res. 2024 Jan;19(1):132-139. doi: 10.4103/1673-5374.373681.","Halder A","Neural Regen Res","2024","2023/07/25","PMC10479849","","10.4103/1673-5374.373681"
"37475552","Amalgamated Pharmacoinformatics Study to Investigate the Mechanism of Xiao Jianzhong Tang against Chronic Atrophic Gastritis","Lian X, Fan K, Qin X, Liu Y.","Curr Comput Aided Drug Des. 2024;20(5):598-615. doi: 10.2174/1573409919666230720141115.","Lian X","Curr Comput Aided Drug Des","2024","2023/07/21","","","10.2174/1573409919666230720141115"
"37366593","Chemotherapy for pain: reversing inflammatory and neuropathic pain with the anticancer agent mithramycin A","Xu Z, Lee MC, Sheehan K, Fujii K, Rabl K, Rader G, Varney S, Sharma M, Eilers H, Kober K, Miaskowski C, Levine JD, Schumacher MA.","Pain. 2024 Jan 1;165(1):54-74. doi: 10.1097/j.pain.0000000000002972. Epub 2023 Jun 27.","Xu Z","Pain","2024","2023/06/27","PMC10723648","NIHMS1900713","10.1097/j.pain.0000000000002972"
"38157055","Identification of novel candidate genes associated with non-syndromic tooth agenesis in Mongolian families","Semjid D, Ahn H, Bayarmagnai S, Gantumur M, Kim S, Lee JH.","Clin Oral Investig. 2023 Dec 29;28(1):56. doi: 10.1007/s00784-023-05415-2.","Semjid D","Clin Oral Investig","2023","2023/12/29","PMC10756872","","10.1007/s00784-023-05415-2"
"38254924","Machine Learning to Advance Human Genome-Wide Association Studies","Sigala RE, Lagou V, Shmeliov A, Atito S, Kouchaki S, Awais M, Prokopenko I, Mahdi A, Demirkan A.","Genes (Basel). 2023 Dec 25;15(1):34. doi: 10.3390/genes15010034.","Sigala RE","Genes (Basel)","2023","2024/01/23","PMC10815885","","10.3390/genes15010034"
"38114913","Evaluation of noninvasive biospecimens for transcriptome studies","Martorella M, Kasela S, Garcia-Flores R, Gokden A, Castel SE, Lappalainen T.","BMC Genomics. 2023 Dec 19;24(1):790. doi: 10.1186/s12864-023-09875-4.","Martorella M","BMC Genomics","2023","2023/12/20","PMC10729488","","10.1186/s12864-023-09875-4"
"38196747","Mining Patents with Large Language Models Elucidates the Chemical Function Landscape","Kosonocky CW, Wilke CO, Marcotte EM, Ellington AD.","ArXiv [Preprint]. 2023 Dec 18:arXiv:2309.08765v2.","Kosonocky CW","ArXiv","2023","2024/01/10","PMC10775343","",""
"37647632","The effects of pathogenic and likely pathogenic variants for inherited hemostasis disorders in 140 214 UK Biobank participants","Stefanucci L, Collins J, Sims MC, Barrio-Hernandez I, Sun L, Burren OS, Perfetto L, Bender I, Callahan TJ, Fleming K, Guerrero JA, Hermjakob H, Martin MJ, Stephenson J, Paneerselvam K, Petrovski S, Porras P, Robinson PN, Wang Q, Watkins X, Frontini M, Laskowski RA, Beltrao P, Di Angelantonio E, Gomez K, Laffan M, Ouwehand WH, Mumford AD, Freson K, Carss K, Downes K, Gleadall N, Megy K, Bruford E, Vuckovic D.","Blood. 2023 Dec 14;142(24):2055-2068. doi: 10.1182/blood.2023020118.","Stefanucci L","Blood","2023","2023/08/30","PMC10733830","","10.1182/blood.2023020118"
"38148837","AI/ML advances in non-small cell lung cancer biomarker discovery","Çalışkan M, Tazaki K.","Front Oncol. 2023 Dec 11;13:1260374. doi: 10.3389/fonc.2023.1260374. eCollection 2023.","Çalışkan M","Front Oncol","2023","2023/12/27","PMC10750392","","10.3389/fonc.2023.1260374"
"38031960","Integrated systems biology approach identifies gene targets for endothelial dysfunction","Pinheiro-de-Sousa I, Fonseca-Alaniz MH, Giudice G, Valadão IC, Modestia SM, Mattioli SV, Junior RR, Zalmas LP, Fang Y, Petsalaki E, Krieger JE.","Mol Syst Biol. 2023 Dec 6;19(12):e11462. doi: 10.15252/msb.202211462. Epub 2023 Nov 30.","Pinheiro-de-Sousa I","Mol Syst Biol","2023","2023/11/30","PMC10698507","","10.15252/msb.202211462"
"38062264","Multi-ancestry study of the genetics of problematic alcohol use in over 1 million individuals","Zhou H, Kember RL, Deak JD, Xu H, Toikumo S, Yuan K, Lind PA, Farajzadeh L, Wang L, Hatoum AS, Johnson J, Lee H, Mallard TT, Xu J, Johnston KJA, Johnson EC, Nielsen TT, Galimberti M, Dao C, Levey DF, Overstreet C, Byrne EM, Gillespie NA, Gordon S, Hickie IB, Whitfield JB, Xu K, Zhao H, Huckins LM, Davis LK, Sanchez-Roige S, Madden PAF, Heath AC, Medland SE, Martin NG, Ge T, Smoller JW, Hougaard DM, Børglum AD, Demontis D, Krystal JH, Gaziano JM, Edenberg HJ, Agrawal A; Million Veteran Program; Justice AC, Stein MB, Kranzler HR, Gelernter J.","Nat Med. 2023 Dec;29(12):3184-3192. doi: 10.1038/s41591-023-02653-5. Epub 2023 Dec 7.","Zhou H","Nat Med","2023","2023/12/07","PMC10719093","","10.1038/s41591-023-02653-5"
"37965490","Integrated genomic network analysis revealed potential of a druggable target for hemorrhoid treatment","Adikusuma W, Firdayani F, Irham LM, Darmawi D, Hamidy MY, Nopitasari BL, Soraya S, Azizah N.","Saudi Pharm J. 2023 Dec;31(12):101831. doi: 10.1016/j.jsps.2023.101831. Epub 2023 Oct 20.","Adikusuma W","Saudi Pharm J","2023","2023/11/15","PMC10641558","","10.1016/j.jsps.2023.101831"
"38076879","Profiling the genome and proteome of metabolic dysfunction-associated steatotic liver disease identifies potential therapeutic targets","Liu J, Hu S, Chen L, Daly C, Prada Medina CA, Richardson TG, Traylor M, Dempster NJ, Mbasu R, Monfeuga T, Vujkovic M, Tsao PS, Lynch JA, Voight BF, Chang KM, Million VA, Cobbold JF, Tomlinson JW, van Duijn CM, Howson JMM.","medRxiv [Preprint]. 2023 Nov 30:2023.11.30.23299247. doi: 10.1101/2023.11.30.23299247.","Liu J","medRxiv","2023","2023/12/11","PMC10705663","","10.1101/2023.11.30.23299247"
"38045347","Inferring a directed acyclic graph of phenotypes from GWAS summary statistics","Zilinskas R, Li C, Shen X, Pan W, Yang T.","bioRxiv [Preprint]. 2023 Nov 25:2023.02.10.528092. doi: 10.1101/2023.02.10.528092.","Zilinskas R","bioRxiv","2023","2023/12/04","PMC10690198","","10.1101/2023.02.10.528092"
"37909040","Evidence of shared genetic factors in the etiology of gastrointestinal disorders and endometriosis and clinical implications for disease management","Yang F, Wu Y, Hockey R; International Endometriosis Genetics Consortium; Doust J, Mishra GD, Montgomery GW, Mortlock S.","Cell Rep Med. 2023 Nov 21;4(11):101250. doi: 10.1016/j.xcrm.2023.101250. Epub 2023 Oct 30.","Yang F","Cell Rep Med","2023","2023/11/01","PMC10694629","","10.1016/j.xcrm.2023.101250"
"37953774","Dex-Benchmark: datasets and code to evaluate algorithms for transcriptomics data analysis","Xie Z, Chen C, Ma'ayan A.","PeerJ. 2023 Nov 8;11:e16351. doi: 10.7717/peerj.16351. eCollection 2023.","Xie Z","PeerJ","2023","2023/11/13","PMC10638921","","10.7717/peerj.16351"
"37986808","Transcriptomics and chromatin accessibility in multiple African population samples","DeGorter MK, Goddard PC, Karakoc E, Kundu S, Yan SM, Nachun D, Abell N, Aguirre M, Carstensen T, Chen Z, Durrant M, Dwaracherla VR, Feng K, Gloudemans MJ, Hunter N, Moorthy MPS, Pomilla C, Rodrigues KB, Smith CJ, Smith KS, Ungar RA, Balliu B, Fellay J, Flicek P, McLaren PJ, Henn B, McCoy RC, Sugden L, Kundaje A, Sandhu MS, Gurdasani D, Montgomery SB.","bioRxiv [Preprint]. 2023 Nov 6:2023.11.04.564839. doi: 10.1101/2023.11.04.564839.","DeGorter MK","bioRxiv","2023","2023/11/21","PMC10659267","","10.1101/2023.11.04.564839"
"37622920","Identification of blood protein biomarkers associated with prostate cancer risk using genetic prediction models: analysis of over 140,000 subjects","Zhong H, Zhu J, Liu S, Ghoneim DH, Surendran P, Liu T, Fahle S, Butterworth A, Ashad Alam M, Deng HW, Yu H, Wu C, Wu L.","Hum Mol Genet. 2023 Nov 3;32(22):3181-3193. doi: 10.1093/hmg/ddad139.","Zhong H","Hum Mol Genet","2023","2023/08/25","PMC10630250","","10.1093/hmg/ddad139"
"37192343","Genetic risk factor clustering within and across neurodegenerative diseases","Koretsky MJ, Alvarado C, Makarious MB, Vitale D, Levine K, Bandres-Ciga S, Dadu A, Scholz SW, Sargent L, Faghri F, Iwaki H, Blauwendraat C, Singleton A, Nalls M, Leonard H.","Brain. 2023 Nov 2;146(11):4486-4494. doi: 10.1093/brain/awad161.","Koretsky MJ","Brain","2023","2023/05/16","PMC10629980","","10.1093/brain/awad161"
"38062553","Data science in drug discovery safety: Challenges and opportunities","Coltman NJ, Roberts RA, Sidaway JE.","Exp Biol Med (Maywood). 2023 Nov;248(21):1993-2000. doi: 10.1177/15353702231215890. Epub 2023 Dec 7.","Coltman NJ","Exp Biol Med (Maywood)","2023","2023/12/08","PMC10798188","","10.1177/15353702231215890"
"37915075","Genetic risk factors for severe and fatigue dominant long COVID and commonalities with ME/CFS identified by combinatorial analysis","Taylor K, Pearson M, Das S, Sardell J, Chocian K, Gardner S.","J Transl Med. 2023 Nov 1;21(1):775. doi: 10.1186/s12967-023-04588-4.","Taylor K","J Transl Med","2023","2023/11/02","PMC10621206","","10.1186/s12967-023-04588-4"
"37828140","Precise identification of cell states altered in disease using healthy single-cell references","Dann E, Cujba AM, Oliver AJ, Meyer KB, Teichmann SA, Marioni JC.","Nat Genet. 2023 Nov;55(11):1998-2008. doi: 10.1038/s41588-023-01523-7. Epub 2023 Oct 12.","Dann E","Nat Genet","2023","2023/10/12","PMC10632138","","10.1038/s41588-023-01523-7"
"37961674","Identification and targeting of treatment resistant progenitor populations in T-cell Acute Lymphoblastic Leukemia","Tan K, Xu J, Chen C, Vincent T, Pölönen P, Hu J, Yoshimura S, Yu W, Sussman J, Chen CH, Li E, Diorio C, Shraim R, Newman H, Uppuluri L, Li A, Chen G, Bandyopadhyay S, Wu D, Ding YY, Xu J, Lim T, Hsu M, Thadi A, Ahn KJ, Wu CY, Peng J, Sun Y, Wang A, Mehta R, Frank D, Meyer L, Loh M, Raetz E, Chen Z, Wood B, Devidas M, Dunsmore K, Winter S, Chang TC, Wu G, Pounds S, Zhang N, Carroll W, Hunger S, Bernt K, Yang J, Mullighan C, Teachey D.","Res Sq [Preprint]. 2023 Oct 30:rs.3.rs-3487715. doi: 10.21203/rs.3.rs-3487715/v1.","Tan K","Res Sq","2023","2023/11/14","PMC10635362","","10.21203/rs.3.rs-3487715/v1"
"37884566","Pan-cancer analysis revealing that PTPN2 is an indicator of risk stratification for acute myeloid leukemia","Wang X, Wu S, Sun L, Jin P, Zhang J, Liu W, Zhan Z, Wang Z, Liu X, He L.","Sci Rep. 2023 Oct 26;13(1):18372. doi: 10.1038/s41598-023-44892-z.","Wang X","Sci Rep","2023","2023/10/26","PMC10603079","","10.1038/s41598-023-44892-z"
"37875944","Identification of asthma-related genes using asthmatic blood eQTLs of Korean patients","Kim DJ, Lim JE, Jung HU, Chung JY, Baek EJ, Jung H, Kwon SY, Kim HK, Kang JO, Park K, Won S, Kim TB, Oh B.","BMC Med Genomics. 2023 Oct 24;16(1):259. doi: 10.1186/s12920-023-01677-7.","Kim DJ","BMC Med Genomics","2023","2023/10/24","PMC10599017","","10.1186/s12920-023-01677-7"
"37745614","Gene regulatory network inference from CRISPR perturbations in primary CD4+ T cells elucidates the genomic basis of immune disease","Weinstock JS, Arce MM, Freimer JW, Ota M, Marson A, Battle A, Pritchard JK.","bioRxiv [Preprint]. 2023 Oct 24:2023.09.17.557749. doi: 10.1101/2023.09.17.557749.","Weinstock JS","bioRxiv","2023","2023/09/25","PMC10516010","","10.1101/2023.09.17.557749"
"37857688","Europe PMC annotated full-text corpus for gene/proteins, diseases and organisms","Yang X, Saha S, Venkatesan A, Tirunagari S, Vartak V, McEntyre J.","Sci Data. 2023 Oct 19;10(1):722. doi: 10.1038/s41597-023-02617-x.","Yang X","Sci Data","2023","2023/10/19","PMC10587067","","10.1038/s41597-023-02617-x"
"37905000","Genomic insights into the comorbidity between type 2 diabetes and schizophrenia","Arruda AL, Khandaker GM, Morris AP, Smith GD, Huckins LM, Zeggini E.","medRxiv [Preprint]. 2023 Oct 16:2023.10.16.23297073. doi: 10.1101/2023.10.16.23297073.","Arruda AL","medRxiv","2023","2023/10/31","PMC10615007","","10.1101/2023.10.16.23297073"
"37828025","ADRA2A and IRX1 are putative risk genes for Raynaud's phenomenon","Hartmann S, Yasmeen S, Jacobs BM, Denaxas S, Pirmohamed M, Gamazon ER, Caulfield MJ; Genes & Health Research Team; Hemingway H, Pietzner M, Langenberg C.","Nat Commun. 2023 Oct 12;14(1):6156. doi: 10.1038/s41467-023-41876-5.","Hartmann S","Nat Commun","2023","2023/10/12","PMC10570309","","10.1038/s41467-023-41876-5"
"37813859","GLP-1R signaling neighborhoods associate with the susceptibility to adverse drug reactions of incretin mimetics","Wright SC, Motso A, Koutsilieri S, Beusch CM, Sabatier P, Berghella A, Blondel-Tepaz É, Mangenot K, Pittarokoilis I, Sismanoglou DC, Le Gouill C, Olsen JV, Zubarev RA, Lambert NA, Hauser AS, Bouvier M, Lauschke VM.","Nat Commun. 2023 Oct 9;14(1):6243. doi: 10.1038/s41467-023-41893-4.","Wright SC","Nat Commun","2023","2023/10/09","PMC10562414","","10.1038/s41467-023-41893-4"
"37794016","European and multi-ancestry genome-wide association meta-analysis of atopic dermatitis highlights importance of systemic immune regulation","Budu-Aggrey A, Kilanowski A, Sobczyk MK; 23andMe Research Team; Shringarpure SS, Mitchell R, Reis K, Reigo A; Estonian Biobank Research Team; Mägi R, Nelis M, Tanaka N, Brumpton BM, Thomas LF, Sole-Navais P, Flatley C, Espuela-Ortiz A, Herrera-Luis E, Lominchar JVT, Bork-Jensen J, Marenholz I, Arnau-Soler A, Jeong A, Fawcett KA, Baurecht H, Rodriguez E, Alves AC, Kumar A, Sleiman PM, Chang X, Medina-Gomez C, Hu C, Xu CJ, Qi C, El-Heis S, Titcombe P, Antoun E, Fadista J, Wang CA, Thiering E, Wu B, Kress S, Kothalawala DM, Kadalayil L, Duan J, Zhang H, Hadebe S, Hoffmann T, Jorgenson E, Choquet H, Risch N, Njølstad P, Andreassen OA, Johansson S, Almqvist C, Gong T, Ullemar V, Karlsson R, Magnusson PKE, Szwajda A, Burchard EG, Thyssen JP, Hansen T, Kårhus LL, Dantoft TM, Jeanrenaud ACSN, Ghauri A, Arnold A, Homuth G, Lau S, Nöthen MM, Hübner N, Imboden M, Visconti A, Falchi M, Bataille V, Hysi P, Ballardini N, Boomsma DI, Hottenga JJ, Müller-Nurasyid M, Ahluwalia TS, Stokholm J, Chawes B, Schoos AM, Esplugues A, Bustamante M, Raby B, Arshad S, German C, Esko T, Milani LA, Metspalu A, Terao C, Abuabara K, Løset M, Hveem K, Jacobsson B, Pino-Yanes M, Strachan DP, et al.","Nat Commun. 2023 Oct 4;14(1):6172. doi: 10.1038/s41467-023-41180-2.","Budu-Aggrey A","Nat Commun","2023","2023/10/04","PMC10550990","","10.1038/s41467-023-41180-2"
"37789011","Uncovering the complex relationship between balding, testosterone and skin cancers in men","Ong JS, Seviiri M, Dusingize JC, Wu Y, Han X, Shi J, Olsen CM, Neale RE, Thompson JF, Saw RPM, Shannon KF, Mann GJ, Martin NG, Medland SE, Gordon SD, Scolyer RA, Long GV, Iles MM, Landi MT, Whiteman DC, MacGregor S, Law MH.","Nat Commun. 2023 Oct 3;14(1):5962. doi: 10.1038/s41467-023-41231-8.","Ong JS","Nat Commun","2023","2023/10/03","PMC10547720","","10.1038/s41467-023-41231-8"
"37774095","Multiomic prediction of therapeutic targets for human diseases associated with protein phase separation","Lim CM, González Díaz A, Fuxreiter M, Pun FW, Zhavoronkov A, Vendruscolo M.","Proc Natl Acad Sci U S A. 2023 Oct 3;120(40):e2300215120. doi: 10.1073/pnas.2300215120. Epub 2023 Sep 29.","Lim CM","Proc Natl Acad Sci U S A","2023","2023/09/29","PMC10556643","","10.1073/pnas.2300215120"
"37498390","The benefits and pitfalls of machine learning for biomarker discovery","Ng S, Masarone S, Watson D, Barnes MR.","Cell Tissue Res. 2023 Oct;394(1):17-31. doi: 10.1007/s00441-023-03816-z. Epub 2023 Jul 27.","Ng S","Cell Tissue Res","2023","2023/07/27","PMC10558383","","10.1007/s00441-023-03816-z"
"37101388","Amphiregulin blockade decreases the levodopa-induced dyskinesia in a 6-hydroxydopamine Parkinson's disease mouse model","Kambey PA, Liu WY, Wu J, Tang C, Buberwa W, Saro A, Nyalali AMK, Gao D.","CNS Neurosci Ther. 2023 Oct;29(10):2925-2939. doi: 10.1111/cns.14229. Epub 2023 Apr 26.","Kambey PA","CNS Neurosci Ther","2023","2023/04/27","PMC10493657","","10.1111/cns.14229"
"37790614","Pathway2Targets: an open-source pathway-based approach to repurpose therapeutic drugs and prioritize human targets","Dobbs Spendlove M, M Gibson T, McCain S, Stone BC, Gill T, Pickett BE.","PeerJ. 2023 Sep 29;11:e16088. doi: 10.7717/peerj.16088. eCollection 2023.","Dobbs Spendlove M","PeerJ","2023","2023/10/04","PMC10544355","","10.7717/peerj.16088"
"37751957","Systematic comparison of Mendelian randomisation studies and randomised controlled trials using electronic databases","Sobczyk MK, Zheng J, Davey Smith G, Gaunt TR.","BMJ Open. 2023 Sep 26;13(9):e072087. doi: 10.1136/bmjopen-2023-072087.","Sobczyk MK","BMJ Open","2023","2023/09/26","PMC10533809","","10.1136/bmjopen-2023-072087"
