PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36909550","Meta-Research: understudied genes are lost in a leaky pipeline between genome-wide assays and reporting of results","Richardson RA, Tejedor Navarro H, Amaral LAN, Stoeger T.","bioRxiv [Preprint]. 2024 Feb 5:2023.02.28.530483. doi: 10.1101/2023.02.28.530483.","Richardson RA","bioRxiv","2024","2023/03/13","PMC10002660","","10.1101/2023.02.28.530483"
"38192003","FAVA: high-quality functional association networks inferred from scRNA-seq and proteomics data","Koutrouli M, Nastou K, Piera Líndez P, Bouwmeester R, Rasmussen S, Martens L, Jensen LJ.","Bioinformatics. 2024 Feb 1;40(2):btae010. doi: 10.1093/bioinformatics/btae010.","Koutrouli M","Bioinformatics","2024","2024/01/09","PMC10868155","","10.1093/bioinformatics/btae010"
"38289616","Generating detailed intercellular communication patterns in psoriasis at the single-cell level using social networking, pattern recognition, and manifold learning methods to optimize treatment strategies","Xiong Y, Li S, Bai Y, Chen T, Sun W, Chen L, Yu J, Sun L, Li C, Wang J, Wu B.","Aging (Albany NY). 2024 Jan 29;16(3):2194-2231. doi: 10.18632/aging.205478. Epub 2024 Jan 29.","Xiong Y","Aging (Albany NY)","2024","2024/01/30","PMC10911347","","10.18632/aging.205478"
"38242899","Genetic architecture distinguishes tinnitus from hearing loss","Clifford RE, Maihofer AX, Chatzinakos C, Coleman JRI, Daskalakis NP, Gasperi M, Hogan K, Mikita EA, Stein MB, Tcheandjieu C, Telese F, Zuo Y, Ryan AF, Nievergelt CM.","Nat Commun. 2024 Jan 19;15(1):614. doi: 10.1038/s41467-024-44842-x.","Clifford RE","Nat Commun","2024","2024/01/19","PMC10799010","","10.1038/s41467-024-44842-x"
"38250421","Review of Computational Methods and Database Sources for Predicting the Effects of Coding Frameshift Small Insertion and Deletion Variations","Ge F, Arif M, Yan Z, Alahmadi H, Worachartcheewan A, Shoombuatong W.","ACS Omega. 2024 Jan 3;9(2):2032-2047. doi: 10.1021/acsomega.3c07662. eCollection 2024 Jan 16.","Ge F","ACS Omega","2024","2024/01/22","PMC10795160","","10.1021/acsomega.3c07662"
"38225548","Kinase inhibitor pulldown assay (KiP) for clinical proteomics","Saltzman AB, Chan DW, Holt MV, Wang J, Jaehnig EJ, Anurag M, Singh P, Malovannaya A, Kim BJ, Ellis MJ.","Clin Proteomics. 2024 Jan 16;21(1):3. doi: 10.1186/s12014-023-09448-3.","Saltzman AB","Clin Proteomics","2024","2024/01/15","PMC10790396","","10.1186/s12014-023-09448-3"
"37823596","CancerProteome: a resource to functionally decipher the proteome landscape in cancer","Lv D, Li D, Cai Y, Guo J, Chu S, Yu J, Liu K, Jiang T, Ding N, Jin X, Li Y, Xu J.","Nucleic Acids Res. 2024 Jan 5;52(D1):D1155-D1162. doi: 10.1093/nar/gkad824.","Lv D","Nucleic Acids Res","2024","2023/10/12","PMC10767844","","10.1093/nar/gkad824"
"38203802","Advancing Biomarker Discovery and Therapeutic Targets in Duchenne Muscular Dystrophy: A Comprehensive Review","Molinaro M, Torrente Y, Villa C, Farini A.","Int J Mol Sci. 2024 Jan 3;25(1):631. doi: 10.3390/ijms25010631.","Molinaro M","Int J Mol Sci","2024","2024/01/11","PMC10778889","","10.3390/ijms25010631"
"38102483","Curation of causal interactions mediated by genes associated with autism accelerates the understanding of gene-phenotype relationships underlying neurodevelopmental disorders","Iannuccelli M, Vitriolo A, Licata L, Lo Surdo P, Contino S, Cheroni C, Capocefalo D, Castagnoli L, Testa G, Cesareni G, Perfetto L.","Mol Psychiatry. 2024 Jan;29(1):186-196. doi: 10.1038/s41380-023-02317-3. Epub 2023 Dec 15.","Iannuccelli M","Mol Psychiatry","2024","2023/12/15","PMC11078740","","10.1038/s41380-023-02317-3"
"37488854","Strategies for translating proteomics discoveries into drug discovery for dementia","Halder A, Drummond E.","Neural Regen Res. 2024 Jan;19(1):132-139. doi: 10.4103/1673-5374.373681.","Halder A","Neural Regen Res","2024","2023/07/25","PMC10479849","","10.4103/1673-5374.373681"
"38203648","In Vivo and In Silico Studies of the Hepatoprotective Activity of Tert-Butylhydroquinone","Aldaba-Muruato LR, Sánchez-Barbosa S, Rodríguez-Purata VH, Cabrera-Cruz G, Rosales-Domínguez E, Martínez-Valentín D, Alarcón-López YA, Aguirre-Vidal P, Hernández-Serda MA, Cárdenas-Granados LA, Vázquez-Valadez VH, Angeles E, Macías-Pérez JR.","Int J Mol Sci. 2023 Dec 29;25(1):475. doi: 10.3390/ijms25010475.","Aldaba-Muruato LR","Int J Mol Sci","2023","2024/01/11","PMC10779046","","10.3390/ijms25010475"
"37759342","Clustering rare diseases within an ontology-enriched knowledge graph","Sanjak J, Binder J, Yadaw AS, Zhu Q, Mathé EA.","J Am Med Inform Assoc. 2023 Dec 22;31(1):154-164. doi: 10.1093/jamia/ocad186.","Sanjak J","J Am Med Inform Assoc","2023","2023/09/27","PMC10746319","","10.1093/jamia/ocad186"
"38117798","Shedding light on the dark genome: Insights into the genetic, CRISPR-based, and pharmacological dependencies of human cancers and disease aggressiveness","Kafita D, Nkhoma P, Dzobo K, Sinkala M.","PLoS One. 2023 Dec 20;18(12):e0296029. doi: 10.1371/journal.pone.0296029. eCollection 2023.","Kafita D","PLoS One","2023","2023/12/20","PMC10732413","","10.1371/journal.pone.0296029"
"38077442","Dark kinase annotation, mining, and visualization using the Protein Kinase Ontology","Soleymani S, Gravel N, Huang LC, Yeung W, Bozorgi E, Bendzunas NG, Kochut KJ, Kannan N.","PeerJ. 2023 Dec 5;11:e16087. doi: 10.7717/peerj.16087. eCollection 2023.","Soleymani S","PeerJ","2023","2023/12/11","PMC10704995","","10.7717/peerj.16087"
"38077417","pH-sensing G protein-coupled orphan receptor GPR68 is expressed in human cartilage and correlates with degradation of extracellular matrix during OA progression","Khan NM, Diaz-Hernandez ME, Martin WN, Patel B, Chihab S, Drissi H.","PeerJ. 2023 Dec 5;11:e16553. doi: 10.7717/peerj.16553. eCollection 2023.","Khan NM","PeerJ","2023","2023/12/11","PMC10704986","","10.7717/peerj.16553"
"37707619","Exploring DrugCentral: from molecular structures to clinical effects","Halip L, Avram S, Curpan R, Borota A, Bora A, Bologa C, Oprea TI.","J Comput Aided Mol Des. 2023 Dec;37(12):681-694. doi: 10.1007/s10822-023-00529-x. Epub 2023 Sep 14.","Halip L","J Comput Aided Mol Des","2023","2023/09/14","PMC10692006","","10.1007/s10822-023-00529-x"
"37616377","Transcriptional profiling of immune responses in NHPs after low-dose, VSV-based vaccination against Marburg virus","Prator CA, Dorratt BM, O'Donnell KL, Lack J, Pinski AN, Ricklefs S, Martens CA, Messaoudi I, Marzi A.","Emerg Microbes Infect. 2023 Dec;12(2):2252513. doi: 10.1080/22221751.2023.2252513.","Prator CA","Emerg Microbes Infect","2023","2023/08/24","PMC10498809","","10.1080/22221751.2023.2252513"
"37953774","Dex-Benchmark: datasets and code to evaluate algorithms for transcriptomics data analysis","Xie Z, Chen C, Ma'ayan A.","PeerJ. 2023 Nov 8;11:e16351. doi: 10.7717/peerj.16351. eCollection 2023.","Xie Z","PeerJ","2023","2023/11/13","PMC10638921","","10.7717/peerj.16351"
"37884687","Rare variants with large effects provide functional insights into the pathology of migraine subtypes, with and without aura","Bjornsdottir G, Chalmer MA, Stefansdottir L, Skuladottir AT, Einarsson G, Andresdottir M, Beyter D, Ferkingstad E, Gretarsdottir S, Halldorsson BV, Halldorsson GH, Helgadottir A, Helgason H, Hjorleifsson Eldjarn G, Jonasdottir A, Jonasdottir A, Jonsdottir I, Knowlton KU, Nadauld LD, Lund SH, Magnusson OT, Melsted P, Moore KHS, Oddsson A, Olason PI, Sigurdsson A, Stefansson OA, Saemundsdottir J, Sveinbjornsson G, Tragante V, Unnsteinsdottir U, Walters GB, Zink F, Rødevand L, Andreassen OA, Igland J, Lie RT, Haavik J, Banasik K, Brunak S, Didriksen M, T Bruun M, Erikstrup C, Kogelman LJA, Nielsen KR, Sørensen E, Pedersen OB, Ullum H; DBDS Genetic Consortium; Masson G, Thorsteinsdottir U, Olesen J, Ludvigsson P, Thorarensen O, Bjornsdottir A, Sigurdardottir GR, Sveinsson OA, Ostrowski SR, Holm H, Gudbjartsson DF, Thorleifsson G, Sulem P, Stefansson H, Thorgeirsson TE, Hansen TF, Stefansson K.","Nat Genet. 2023 Nov;55(11):1843-1853. doi: 10.1038/s41588-023-01538-0. Epub 2023 Oct 26.","Bjornsdottir G","Nat Genet","2023","2023/10/26","PMC10632135","","10.1038/s41588-023-01538-0"
"37857641","Drug repurposing: a nexus of innovation, science, and potential","De Rosa MC, Purohit R, García-Sosa AT.","Sci Rep. 2023 Oct 19;13(1):17887. doi: 10.1038/s41598-023-44264-7.","De Rosa MC","Sci Rep","2023","2023/10/19","PMC10587351","","10.1038/s41598-023-44264-7"
"37868056","Predicting protein and pathway associations for understudied dark kinases using pattern-constrained knowledge graph embedding","Salcedo MV, Gravel N, Keshavarzi A, Huang LC, Kochut KJ, Kannan N.","PeerJ. 2023 Oct 18;11:e15815. doi: 10.7717/peerj.15815. eCollection 2023.","Salcedo MV","PeerJ","2023","2023/10/23","PMC10590106","","10.7717/peerj.15815"
"37845222","Expanding PROTACtable genome universe of E3 ligases","Liu Y, Yang J, Wang T, Luo M, Chen Y, Chen C, Ronai Z, Zhou Y, Ruppin E, Han L.","Nat Commun. 2023 Oct 16;14(1):6509. doi: 10.1038/s41467-023-42233-2.","Liu Y","Nat Commun","2023","2023/10/16","PMC10579327","","10.1038/s41467-023-42233-2"
"37341859","Differential Expression of the β3 Subunit of Voltage-Gated Ca(2+) Channel in Mesial Temporal Lobe Epilepsy","Kjær C, Palasca O, Barzaghi G, Bak LK, Durhuus RKJ, Jakobsen E, Pedersen L, Bartels ED, Woldbye DPD, Pinborg LH, Jensen LJ.","Mol Neurobiol. 2023 Oct;60(10):5755-5769. doi: 10.1007/s12035-023-03426-4. Epub 2023 Jun 21.","Kjær C","Mol Neurobiol","2023","2023/06/21","PMC10471638","","10.1007/s12035-023-03426-4"
"37749605","Integrative rare disease biomedical profile based network supporting drug repurposing or repositioning, a case study of glioblastoma","McGowan E, Sanjak J, Mathé EA, Zhu Q.","Orphanet J Rare Dis. 2023 Sep 25;18(1):301. doi: 10.1186/s13023-023-02876-2.","McGowan E","Orphanet J Rare Dis","2023","2023/09/25","PMC10519087","","10.1186/s13023-023-02876-2"
"37790472","Identifying proteomic risk factors for overall, aggressive and early onset prostate cancer using Mendelian randomization and tumor spatial transcriptomics","Desai TA, Hedman ÅK, Dimitriou M, Koprulu M, Figiel S, Yin W, Johansson M, Watts EL, Atkins JR, Sokolov AV, Schiöth HB, Gunter MJ, Tsilidis KK, Martin RM, Pietzner M, Langenberg C, Mills IG, Lamb AD, Mälarstig A, Key TJ; PRACTICAL Consortium; Travis RC, Smith-Byrne K.","medRxiv [Preprint]. 2023 Sep 22:2023.09.21.23295864. doi: 10.1101/2023.09.21.23295864.","Desai TA","medRxiv","2023","2023/10/04","PMC10543057","","10.1101/2023.09.21.23295864"
"37764144","Mining Autoimmune-Disorder-Linked Molecular-Mimicry Candidates in Clostridioides difficile and Prospects of Mimic-Based Vaccine Design: An In Silico Approach","Alshamrani S, Mashraqi MM, Alzamami A, Alturki NA, Almasoudi HH, Alshahrani MA, Basharat Z.","Microorganisms. 2023 Sep 12;11(9):2300. doi: 10.3390/microorganisms11092300.","Alshamrani S","Microorganisms","2023","2023/09/28","PMC10536613","","10.3390/microorganisms11092300"
"36897351","Essential genes: a cross-species perspective","Cacheiro P, Smedley D.","Mamm Genome. 2023 Sep;34(3):357-363. doi: 10.1007/s00335-023-09984-1. Epub 2023 Mar 10.","Cacheiro P","Mamm Genome","2023","2023/03/10","PMC10382395","","10.1007/s00335-023-09984-1"
"37590332","Elucidation of genome-wide understudied proteins targeted by PROTAC-induced degradation using interpretable machine learning","Xie L, Xie L.","PLoS Comput Biol. 2023 Aug 17;19(8):e1010974. doi: 10.1371/journal.pcbi.1010974. eCollection 2023 Aug.","Xie L","PLoS Comput Biol","2023","2023/08/17","PMC10464998","","10.1371/journal.pcbi.1010974"
"37590326","BALDR: A Web-based platform for informed comparison and prioritization of biomarker candidates for type 2 diabetes mellitus","Lundgaard AT, Burdet F, Siggaard T, Westergaard D, Vagiaki D, Cantwell L, Röder T, Vistisen D, Sparsø T, Giordano GN, Ibberson M, Banasik K, Brunak S.","PLoS Comput Biol. 2023 Aug 17;19(8):e1011403. doi: 10.1371/journal.pcbi.1011403. eCollection 2023 Aug.","Lundgaard AT","PLoS Comput Biol","2023","2023/08/17","PMC10464978","","10.1371/journal.pcbi.1011403"
"37552676","Functional unknomics: Systematic screening of conserved genes of unknown function","Rocha JJ, Jayaram SA, Stevens TJ, Muschalik N, Shah RD, Emran S, Robles C, Freeman M, Munro S.","PLoS Biol. 2023 Aug 8;21(8):e3002222. doi: 10.1371/journal.pbio.3002222. eCollection 2023 Aug.","Rocha JJ","PLoS Biol","2023","2023/08/08","PMC10409296","","10.1371/journal.pbio.3002222"
"37550388","Mutational landscape of cancer-driver genes across human cancers","Sinkala M.","Sci Rep. 2023 Aug 7;13(1):12742. doi: 10.1038/s41598-023-39608-2.","Sinkala M","Sci Rep","2023","2023/08/07","PMC10406856","","10.1038/s41598-023-39608-2"
"37473490","Identification of drug repurposing candidates for the treatment of anxiety: A genetic approach","Woodward DJ, Thorp JG, Akosile W, Ong JS, Gamazon ER, Derks EM, Gerring ZF.","Psychiatry Res. 2023 Aug;326:115343. doi: 10.1016/j.psychres.2023.115343. Epub 2023 Jul 11.","Woodward DJ","Psychiatry Res","2023","2023/07/20","PMC10493169","NIHMS1920635","10.1016/j.psychres.2023.115343"
"37468968","PINNED: identifying characteristics of druggable human proteins using an interpretable neural network","Cunningham M, Pins D, Dezső Z, Torrent M, Vasanthakumar A, Pandey A.","J Cheminform. 2023 Jul 19;15(1):64. doi: 10.1186/s13321-023-00735-7.","Cunningham M","J Cheminform","2023","2023/07/19","PMC10354961","","10.1186/s13321-023-00735-7"
"37463913","Mislocalization of pathogenic RBM20 variants in dilated cardiomyopathy is caused by loss-of-interaction with Transportin-3","Kornienko J, Rodríguez-Martínez M, Fenzl K, Hinze F, Schraivogel D, Grosch M, Tunaj B, Lindenhofer D, Schraft L, Kueblbeck M, Smith E, Mao C, Brown E, Owens A, Saguner AM, Meder B, Parikh V, Gotthardt M, Steinmetz LM.","Nat Commun. 2023 Jul 18;14(1):4312. doi: 10.1038/s41467-023-39965-6.","Kornienko J","Nat Commun","2023","2023/07/18","PMC10353998","","10.1038/s41467-023-39965-6"
"37460679","Toxicology knowledge graph for structural birth defects","Evangelista JE, Clarke DJB, Xie Z, Marino GB, Utti V, Jenkins SL, Ahooyi TM, Bologa CG, Yang JJ, Binder JL, Kumar P, Lambert CG, Grethe JS, Wenger E, Taylor D, Oprea TI, de Bono B, Ma'ayan A.","Commun Med (Lond). 2023 Jul 17;3(1):98. doi: 10.1038/s43856-023-00329-2.","Evangelista JE","Commun Med (Lond)","2023","2023/07/17","PMC10352311","","10.1038/s43856-023-00329-2"
"37443018","Identification of a psychiatric risk gene NISCH at 3p21.1 GWAS locus mediating dendritic spine morphogenesis and cognitive function","Yang ZH, Cai X, Ding ZL, Li W, Zhang CY, Huo JH, Zhang Y, Wang L, Zhang LM, Li SW, Li M, Zhang C, Chang H, Xiao X.","BMC Med. 2023 Jul 13;21(1):254. doi: 10.1186/s12916-023-02931-6.","Yang ZH","BMC Med","2023","2023/07/13","PMC10347724","","10.1186/s12916-023-02931-6"
"37467006","Illuminate the Functions of Dark Proteins Using the Reactome-IDG Web Portal","Beavers D, Brunson T, Sanati N, Matthews L, Haw R, Shorser S, Sevilla C, Viteri G, Conley P, Rothfels K, Hermjakob H, Stein L, D'Eustachio P, Wu G.","Curr Protoc. 2023 Jul;3(7):e845. doi: 10.1002/cpz1.845.","Beavers D","Curr Protoc","2023","2023/07/19","PMC10399304","NIHMS1917611","10.1002/cpz1.845"
"37513704","Molecular Mimicry Mapping in Streptococcus pneumoniae: Cues for Autoimmune Disorders and Implications for Immune Defense Activation","Mashraqi MM, Alzamami A, Alturki NA, Alshamrani S, Alshahrani MM, Almasoudi HH, Basharat Z.","Pathogens. 2023 Jun 21;12(7):857. doi: 10.3390/pathogens12070857.","Mashraqi MM","Pathogens","2023","2023/07/29","PMC10383125","","10.3390/pathogens12070857"
"37235579","AI-Assisted chemical probe discovery for the understudied Calcium-Calmodulin Dependent Kinase, PNCK","Essegian DJ, Chavez V, Khurshid R, Merchan JR, Schürer SC.","PLoS Comput Biol. 2023 May 26;19(5):e1010263. doi: 10.1371/journal.pcbi.1010263. eCollection 2023 May.","Essegian DJ","PLoS Comput Biol","2023","2023/05/26","PMC10249896","","10.1371/journal.pcbi.1010263"
"37359723","Nightingale: web components for protein feature visualization","Salazar GA, Luciani A, Watkins X, Kandasaamy S, Rice DL, Blum M, Bateman A, Martin M.","Bioinform Adv. 2023 May 24;3(1):vbad064. doi: 10.1093/bioadv/vbad064. eCollection 2023.","Salazar GA","Bioinform Adv","2023","2023/06/26","PMC10287899","","10.1093/bioadv/vbad064"
"37275772","FLONE: fully Lorentz network embedding for inferring novel drug targets","Yue Y, McDonald D, Hao L, Lei H, Butler MS, He S.","Bioinform Adv. 2023 May 24;3(1):vbad066. doi: 10.1093/bioadv/vbad066. eCollection 2023.","Yue Y","Bioinform Adv","2023","2023/06/05","PMC10235194","","10.1093/bioadv/vbad066"
"37159397","Global Discovery of Covalent Modulators of Ribonucleoprotein Granules","Ciancone AM, Seo KW, Chen M, Borne AL, Libby AH, Bai DL, Kleiner RE, Hsu KL.","J Am Chem Soc. 2023 May 24;145(20):11056-11066. doi: 10.1021/jacs.3c00165. Epub 2023 May 9.","Ciancone AM","J Am Chem Soc","2023","2023/05/09","PMC10392812","NIHMS1913372","10.1021/jacs.3c00165"
"37186857","Design of rigid protein-protein interaction inhibitors enables targeting of undruggable Mcl-1","Hargreaves D, Carbajo RJ, Bodnarchuk MS, Embrey K, Rawlins PB, Packer M, Degorce SL, Hird AW, Johannes JW, Chiarparin E, Schade M.","Proc Natl Acad Sci U S A. 2023 May 23;120(21):e2221967120. doi: 10.1073/pnas.2221967120. Epub 2023 May 15.","Hargreaves D","Proc Natl Acad Sci U S A","2023","2023/05/15","PMC10214187","","10.1073/pnas.2221967120"
"37151295","Illuminating the druggable genome through patent bioactivity data","Magariños MP, Gaulton A, Félix E, Kiziloren T, Arcila R, Oprea TI, Leach AR.","PeerJ. 2023 May 2;11:e15153. doi: 10.7717/peerj.15153. eCollection 2023.","Magariños MP","PeerJ","2023","2023/05/08","PMC10162037","","10.7717/peerj.15153"
"37180885","microRNA-96 targets the INS/AKT/GLUT4 signaling axis: Association with and effect on diabetic retinopathy","Zolfaghari N, Soheili ZS, Samiei S, Latifi-Navid H, Hafezi-Moghadam A, Ahmadieh H, Rezaei-Kanavi M.","Heliyon. 2023 Apr 18;9(5):e15539. doi: 10.1016/j.heliyon.2023.e15539. eCollection 2023 May.","Zolfaghari N","Heliyon","2023","2023/05/14","PMC10172874","","10.1016/j.heliyon.2023.e15539"
"37131675","Integrative Rare Disease Biomedical Profile based Network Supporting Drug Repurposing, a case study of Glioblastoma","McGowan E, Sanjak J, Mathé EA, Zhu Q.","Res Sq [Preprint]. 2023 Apr 18:rs.3.rs-2809689. doi: 10.21203/rs.3.rs-2809689/v1.","McGowan E","Res Sq","2023","2023/05/03","PMC10153381","","10.21203/rs.3.rs-2809689/v1"
"37058565","Consensus molecular environment of schizophrenia risk genes in coexpression networks shifting across age and brain regions","Pergola G, Parihar M, Sportelli L, Bharadwaj R, Borcuk C, Radulescu E, Bellantuono L, Blasi G, Chen Q, Kleinman JE, Wang Y, Sripathy SR, Maher BJ, Monaco A, Rossi F, Shin JH, Hyde TM, Bertolino A, Weinberger DR.","Sci Adv. 2023 Apr 14;9(15):eade2812. doi: 10.1126/sciadv.ade2812. Epub 2023 Apr 14.","Pergola G","Sci Adv","2023","2023/04/14","PMC10104472","","10.1126/sciadv.ade2812"
"36822444","Origami plot: a novel multivariate data visualization tool that improves radar chart","Duan R, Tong J, Sutton AJ, Asch DA, Chu H, Schmid CH, Chen Y.","J Clin Epidemiol. 2023 Apr;156:85-94. doi: 10.1016/j.jclinepi.2023.02.020. Epub 2023 Feb 21.","Duan R","J Clin Epidemiol","2023","2023/02/23","PMC10599795","NIHMS1936613","10.1016/j.jclinepi.2023.02.020"
"37046733","NEK Family Review and Correlations with Patient Survival Outcomes in Various Cancer Types","Nguyen K, Boehling J, Tran MN, Cheng T, Rivera A, Collins-Burow BM, Lee SB, Drewry DH, Burow ME.","Cancers (Basel). 2023 Mar 30;15(7):2067. doi: 10.3390/cancers15072067.","Nguyen K","Cancers (Basel)","2023","2023/04/13","PMC10093199","","10.3390/cancers15072067"
"36865212","Elucidation of Genome-wide Understudied Proteins targeted by PROTAC-induced degradation using Interpretable Machine Learning","Xie L, Xie L.","bioRxiv [Preprint]. 2023 Feb 24:2023.02.23.529828. doi: 10.1101/2023.02.23.529828.","Xie L","bioRxiv","2023","2023/03/03","PMC9980153","","10.1101/2023.02.23.529828"
"36827278","Roadmap to the study of gene and protein phylogeny and evolution-A practical guide","Jacques F, Bolivar P, Pietras K, Hammarlund EU.","PLoS One. 2023 Feb 24;18(2):e0279597. doi: 10.1371/journal.pone.0279597. eCollection 2023.","Jacques F","PLoS One","2023","2023/02/24","PMC9955684","","10.1371/journal.pone.0279597"
"36824742","Clustering rare diseases within an ontology-enriched knowledge graph","Sanjak J, Zhu Q, Mathé EA.","bioRxiv [Preprint]. 2023 Feb 16:2023.02.15.528673. doi: 10.1101/2023.02.15.528673.","Sanjak J","bioRxiv","2023","2023/02/24","PMC9949046","","10.1101/2023.02.15.528673"
"36512705","Cytoscape stringApp 2.0: Analysis and Visualization of Heterogeneous Biological Networks","Doncheva NT, Morris JH, Holze H, Kirsch R, Nastou KC, Cuesta-Astroz Y, Rattei T, Szklarczyk D, von Mering C, Jensen LJ.","J Proteome Res. 2023 Feb 3;22(2):637-646. doi: 10.1021/acs.jproteome.2c00651. Epub 2022 Dec 13.","Doncheva NT","J Proteome Res","2023","2022/12/13","PMC9904289","","10.1021/acs.jproteome.2c00651"
"36703017","A phenome-wide comparative analysis of genetic discordance between obesity and type 2 diabetes","Coral DE, Fernandez-Tajes J, Tsereteli N, Pomares-Millan H, Fitipaldi H, Mutie PM, Atabaki-Pasdar N, Kalamajski S, Poveda A, Miller-Fleming TW, Zhong X, Giordano GN, Pearson ER, Cox NJ, Franks PW.","Nat Metab. 2023 Feb;5(2):237-247. doi: 10.1038/s42255-022-00731-5. Epub 2023 Jan 26.","Coral DE","Nat Metab","2023","2023/01/26","PMC9970876","","10.1038/s42255-022-00731-5"
"36584545","The role of the stria vascularis in neglected otologic disease","Johns JD, Adadey SM, Hoa M.","Hear Res. 2023 Feb;428:108682. doi: 10.1016/j.heares.2022.108682. Epub 2022 Dec 24.","Johns JD","Hear Res","2023","2022/12/30","PMC9840708","NIHMS1862139","10.1016/j.heares.2022.108682"
"36652496","End-to-end sequence-structure-function meta-learning predicts genome-wide chemical-protein interactions for dark proteins","Cai T, Xie L, Zhang S, Chen M, He D, Badkul A, Liu Y, Namballa HK, Dorogan M, Harding WW, Mura C, Bourne PE, Xie L.","PLoS Comput Biol. 2023 Jan 18;19(1):e1010851. doi: 10.1371/journal.pcbi.1010851. eCollection 2023 Jan.","Cai T","PLoS Comput Biol","2023","2023/01/18","PMC9886305","","10.1371/journal.pcbi.1010851"
"36641522","A genome-wide association study identifies distinct variants associated with pulmonary function among European and African ancestries from the UK Biobank","Sinkala M, Elsheikh SSM, Mbiyavanga M, Cullinan J, Mulder NJ.","Commun Biol. 2023 Jan 14;6(1):49. doi: 10.1038/s42003-023-04443-8.","Sinkala M","Commun Biol","2023","2023/01/14","PMC9840173","","10.1038/s42003-023-04443-8"
"36624666","Pharos 2023: an integrated resource for the understudied human proteome","Kelleher KJ, Sheils TK, Mathias SL, Yang JJ, Metzger VT, Siramshetty VB, Nguyen DT, Jensen LJ, Vidović D, Schürer SC, Holmes J, Sharma KR, Pillai A, Bologa CG, Edwards JS, Mathé EA, Oprea TI.","Nucleic Acids Res. 2023 Jan 6;51(D1):D1405-D1416. doi: 10.1093/nar/gkac1033.","Kelleher KJ","Nucleic Acids Res","2023","2023/01/10","PMC9825581","","10.1093/nar/gkac1033"
"36484092","DrugCentral 2023 extends human clinical data and integrates veterinary drugs","Avram S, Wilson TB, Curpan R, Halip L, Borota A, Bora A, Bologa CG, Holmes J, Knockel J, Yang JJ, Oprea TI.","Nucleic Acids Res. 2023 Jan 6;51(D1):D1276-D1287. doi: 10.1093/nar/gkac1085.","Avram S","Nucleic Acids Res","2023","2022/12/09","PMC9825566","","10.1093/nar/gkac1085"
"36420884","RCSB Protein Data Bank (RCSB.org): delivery of experimentally-determined PDB structures alongside one million computed structure models of proteins from artificial intelligence/machine learning","Burley SK, Bhikadiya C, Bi C, Bittrich S, Chao H, Chen L, Craig PA, Crichlow GV, Dalenberg K, Duarte JM, Dutta S, Fayazi M, Feng Z, Flatt JW, Ganesan S, Ghosh S, Goodsell DS, Green RK, Guranovic V, Henry J, Hudson BP, Khokhriakov I, Lawson CL, Liang Y, Lowe R, Peisach E, Persikova I, Piehl DW, Rose Y, Sali A, Segura J, Sekharan M, Shao C, Vallat B, Voigt M, Webb B, Westbrook JD, Whetstone S, Young JY, Zalevsky A, Zardecki C.","Nucleic Acids Res. 2023 Jan 6;51(D1):D488-D508. doi: 10.1093/nar/gkac1077.","Burley SK","Nucleic Acids Res","2023","2022/11/24","PMC9825554","","10.1093/nar/gkac1077"
"36305825","The International Mouse Phenotyping Consortium: comprehensive knockout phenotyping underpinning the study of human disease","Groza T, Gomez FL, Mashhadi HH, Muñoz-Fuentes V, Gunes O, Wilson R, Cacheiro P, Frost A, Keskivali-Bond P, Vardal B, McCoy A, Cheng TK, Santos L, Wells S, Smedley D, Mallon AM, Parkinson H.","Nucleic Acids Res. 2023 Jan 6;51(D1):D1038-D1045. doi: 10.1093/nar/gkac972.","Groza T","Nucleic Acids Res","2023","2022/10/28","PMC9825559","","10.1093/nar/gkac972"
"36604493","Single-cell-led drug repurposing for Alzheimer's disease","Parolo S, Mariotti F, Bora P, Carboni L, Domenici E.","Sci Rep. 2023 Jan 5;13(1):222. doi: 10.1038/s41598-023-27420-x.","Parolo S","Sci Rep","2023","2023/01/05","PMC9816180","","10.1038/s41598-023-27420-x"
"36465101","Cellular and molecular effects of PNCK, a non-canonical kinase target in renal cell carcinoma","Essegian DJ, Chavez V, Bustamante F, Schürer SC, Merchan JR.","iScience. 2022 Nov 17;25(12):105621. doi: 10.1016/j.isci.2022.105621. eCollection 2022 Dec 22.","Essegian DJ","iScience","2022","2022/12/05","PMC9713373","","10.1016/j.isci.2022.105621"
"36555602","A Comprehensive Survey of Prospective Structure-Based Virtual Screening for Early Drug Discovery in the Past Fifteen Years","Zhu H, Zhang Y, Li W, Huang N.","Int J Mol Sci. 2022 Dec 15;23(24):15961. doi: 10.3390/ijms232415961.","Zhu H","Int J Mol Sci","2022","2022/12/23","PMC9781938","","10.3390/ijms232415961"
